dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,5,zhang_mean_fc_nosig7,209.46,0.72,0.717,0.678,27|34|37|141|148
indian_pines,6,zhang_mean_fc_nosig7,0.0,0.731,0.719,0.692,27|34|37|40|141|148
indian_pines,7,zhang_mean_fc_nosig7,0.0,0.749,0.736,0.713,23|27|34|37|40|141|148
indian_pines,8,zhang_mean_fc_nosig7,0.0,0.784,0.82,0.753,23|27|34|37|40|141|148|177
indian_pines,9,zhang_mean_fc_nosig7,0.0,0.787,0.8,0.756,19|23|27|34|37|40|141|148|177
indian_pines,10,zhang_mean_fc_nosig7,0.0,0.786,0.8,0.755,19|23|27|34|37|40|141|148|177|183
indian_pines,11,zhang_mean_fc_nosig7,0.0,0.805,0.835,0.777,19|23|27|34|37|40|75|141|148|177|183
indian_pines,12,zhang_mean_fc_nosig7,0.0,0.808,0.838,0.781,19|23|27|34|37|40|58|75|141|148|177|183
indian_pines,13,zhang_mean_fc_nosig7,0.0,0.796,0.787,0.767,19|23|27|34|37|40|58|74|75|141|148|177|183
indian_pines,14,zhang_mean_fc_nosig7,0.0,0.802,0.783,0.774,19|23|27|34|37|40|58|74|75|93|141|148|177|183
indian_pines,15,zhang_mean_fc_nosig7,0.0,0.795,0.771,0.766,19|23|27|33|34|37|40|58|74|75|93|141|148|177|183
indian_pines,16,zhang_mean_fc_nosig7,0.0,0.793,0.79,0.764,19|23|27|33|34|37|40|58|74|75|93|141|147|148|177|183
indian_pines,17,zhang_mean_fc_nosig7,0.0,0.806,0.799,0.778,19|23|27|33|34|37|40|58|72|74|75|93|141|147|148|177|183
indian_pines,18,zhang_mean_fc_nosig7,0.0,0.81,0.778,0.783,19|23|27|33|34|37|40|58|72|74|75|93|141|147|148|177|183|185
indian_pines,19,zhang_mean_fc_nosig7,0.0,0.796,0.768,0.767,17|19|23|27|33|34|37|40|58|72|74|75|93|141|147|148|177|183|185
indian_pines,20,zhang_mean_fc_nosig7,0.0,0.796,0.771,0.767,17|19|23|27|33|34|37|40|56|58|72|74|75|93|141|147|148|177|183|185
indian_pines,21,zhang_mean_fc_nosig7,0.0,0.793,0.776,0.763,3|17|19|23|27|33|34|37|40|56|58|72|74|75|93|141|147|148|177|183|185
indian_pines,22,zhang_mean_fc_nosig7,0.0,0.791,0.772,0.762,2|3|17|19|23|27|33|34|37|40|56|58|72|74|75|93|141|147|148|177|183|185
indian_pines,23,zhang_mean_fc_nosig7,0.0,0.802,0.77,0.774,2|3|17|19|23|27|33|34|37|40|56|58|72|74|75|88|93|141|147|148|177|183|185
indian_pines,24,zhang_mean_fc_nosig7,0.0,0.81,0.779,0.783,2|3|17|19|23|27|33|34|37|40|56|58|60|72|74|75|88|93|141|147|148|177|183|185
indian_pines,25,zhang_mean_fc_nosig7,0.0,0.811,0.78,0.785,2|3|17|19|23|27|33|34|37|39|40|56|58|60|72|74|75|88|93|141|147|148|177|183|185
indian_pines,26,zhang_mean_fc_nosig7,0.0,0.811,0.781,0.784,2|3|17|19|23|27|33|34|37|39|40|56|58|60|72|74|75|88|93|141|142|147|148|177|183|185
indian_pines,27,zhang_mean_fc_nosig7,0.0,0.815,0.786,0.789,2|3|17|19|23|27|33|34|37|39|40|56|58|60|72|74|75|88|90|93|141|142|147|148|177|183|185
indian_pines,28,zhang_mean_fc_nosig7,0.0,0.819,0.789,0.793,2|3|17|19|20|23|27|33|34|37|39|40|56|58|60|72|74|75|88|90|93|141|142|147|148|177|183|185
indian_pines,29,zhang_mean_fc_nosig7,0.0,0.805,0.768,0.777,0|2|3|17|19|20|23|27|33|34|37|39|40|56|58|60|72|74|75|88|90|93|141|142|147|148|177|183|185
indian_pines,30,zhang_mean_fc_nosig7,0.0,0.802,0.762,0.774,0|2|3|17|19|20|23|27|30|33|34|37|39|40|56|58|60|72|74|75|88|90|93|141|142|147|148|177|183|185
