dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,ig,198.88,0.85,0.833,0.829,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|160|161|176|178|182,0
indian_pines,29,ig,0.0,0.845,0.831,0.823,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|161|176|178|182,0
indian_pines,28,ig,0.0,0.849,0.807,0.828,9|17|33|34|36|40|41|59|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|161|176|178|182,0
indian_pines,27,ig,0.0,0.856,0.813,0.836,9|17|33|34|36|40|41|59|78|79|80|96|97|110|113|114|126|131|134|138|139|147|148|149|176|178|182,0
indian_pines,26,ig,0.0,0.861,0.842,0.841,9|17|33|34|36|40|41|59|78|79|80|97|110|113|114|126|131|134|138|139|147|148|149|176|178|182,0
indian_pines,25,ig,0.0,0.855,0.838,0.835,9|17|33|34|36|40|41|59|78|79|80|97|110|113|114|126|131|134|139|147|148|149|176|178|182,0
indian_pines,24,ig,0.0,0.845,0.825,0.822,9|17|33|34|36|40|41|59|78|79|80|97|110|113|114|126|131|134|139|147|148|149|178|182,0
indian_pines,23,ig,0.0,0.84,0.819,0.817,9|17|33|34|36|40|59|78|79|80|97|110|113|114|126|131|134|139|147|148|149|178|182,0
indian_pines,22,ig,0.0,0.839,0.82,0.817,9|17|33|34|36|40|59|78|79|80|97|110|113|114|126|131|139|147|148|149|178|182,0
indian_pines,21,ig,0.0,0.84,0.82,0.818,9|17|33|34|36|40|59|78|79|80|97|110|113|114|126|131|139|147|148|149|182,0
indian_pines,20,ig,0.0,0.84,0.818,0.817,9|17|33|34|36|40|59|78|80|97|110|113|114|126|131|139|147|148|149|182,0
indian_pines,19,ig,0.0,0.825,0.802,0.8,9|17|33|34|36|59|78|80|97|110|113|114|126|131|139|147|148|149|182,0
indian_pines,18,ig,0.0,0.828,0.802,0.803,9|17|33|34|36|59|78|80|97|110|114|126|131|139|147|148|149|182,0
indian_pines,17,ig,0.0,0.815,0.794,0.789,9|17|33|34|36|59|78|80|97|114|126|131|139|147|148|149|182,0
indian_pines,16,ig,0.0,0.806,0.779,0.778,9|17|33|34|36|59|78|80|97|126|131|139|147|148|149|182,0
indian_pines,15,ig,0.0,0.8,0.785,0.771,9|17|33|34|36|59|78|80|97|126|131|139|147|148|149,0
indian_pines,14,ig,0.0,0.795,0.776,0.766,9|17|33|34|36|59|78|80|97|126|131|147|148|149,0
indian_pines,13,ig,0.0,0.802,0.779,0.774,9|33|34|36|59|78|80|97|126|131|147|148|149,0
indian_pines,12,ig,0.0,0.787,0.744,0.757,9|33|34|36|78|80|97|126|131|147|148|149,0
indian_pines,11,ig,0.0,0.788,0.765,0.758,9|33|34|36|78|80|97|126|147|148|149,0
indian_pines,10,ig,0.0,0.8,0.769,0.772,9|33|34|36|78|80|97|126|148|149,0
indian_pines,9,ig,0.001,0.813,0.803,0.786,9|33|34|36|80|97|126|148|149,0
indian_pines,8,ig,0.0,0.807,0.8,0.779,9|33|34|36|80|97|126|148,0
indian_pines,7,ig,0.0,0.783,0.752,0.751,9|33|34|36|80|126|148,0
indian_pines,6,ig,0.0,0.763,0.759,0.729,9|33|34|36|80|148,0
indian_pines,5,ig,0.0,0.709,0.669,0.665,9|33|34|36|80,0
indian_pines,30,zhang_mean_fc_nosig18,197.004,0.836,0.813,0.812,3|9|17|19|23|24|25|27|28|29|33|34|36|39|40|41|74|78|80|93|97|126|131|139|147|148|149|158|161|178,0
indian_pines,29,zhang_mean_fc_nosig18,0.0,0.831,0.808,0.807,3|9|17|19|23|24|25|27|28|29|33|34|36|39|40|41|74|78|80|93|97|126|131|139|147|148|149|161|178,0
indian_pines,28,zhang_mean_fc_nosig18,0.0,0.839,0.812,0.817,3|9|17|19|23|24|25|27|28|29|33|34|36|40|41|74|78|80|93|97|126|131|139|147|148|149|161|178,0
indian_pines,27,zhang_mean_fc_nosig18,0.0,0.829,0.807,0.805,3|9|17|19|23|25|27|28|29|33|34|36|40|41|74|78|80|93|97|126|131|139|147|148|149|161|178,0
