dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,mlwrig,228.31,0.842,0.82,0.819,6|8|17|21|26|33|34|35|36|38|43|65|72|73|74|78|80|88|93|96|97|116|128|132|148|157|169|179|183|185||4|6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184|185||6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185||4|6|8|17|21|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|116|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|56|63|65|72|73|74|78|80|88|96|97|128|132|148|157|169|179|183|184|185||4|6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185|196||6|8|17|21|33|34|35|36|38|43|65|72|73|74|78|80|86|88|96|97|128|132|146|148|157|169|179|183|184|185||4|6|8|17|21|28|33|35|36|38|43|65|72|74|78|80|86|88|96|97|100|128|132|146|148|157|169|179|183|196||4|6|8|17|21|33|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|184|191||6|8|17|21|28|33|34|35|36|38|43|65|72|74|78|80|86|88|97|128|132|146|148|157|169|179|183|184|185|196
indian_pines,29,mlwrig,0.0,0.843,0.824,0.821,6|8|17|21|33|34|35|36|38|43|65|72|73|74|78|80|88|93|96|97|116|128|132|148|157|169|179|183|185||6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184|185||6|8|17|21|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185||4|6|8|17|21|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|116|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|56|63|65|72|73|74|78|80|88|97|128|132|148|157|169|179|183|184|185||4|6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|96|97|128|132|146|148|157|169|179|183|184|185||4|6|8|17|21|28|33|35|36|38|43|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|196||6|8|17|21|33|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|184|191||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|97|128|132|146|148|157|169|179|183|184|185|196
indian_pines,28,mlwrig,0.0,0.841,0.829,0.819,6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|96|97|116|128|132|148|157|169|179|183|185||6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|63|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185||4|6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|96|97|116|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|63|65|72|73|74|78|80|88|97|128|132|148|157|169|179|183|184|185||4|6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|146|148|157|169|179|183|184|185||4|6|8|17|21|33|35|36|38|43|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|196||6|8|17|21|33|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|97|128|132|146|148|157|169|179|183|184|185
indian_pines,27,mlwrig,0.0,0.84,0.827,0.818,6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|96|97|116|128|132|148|169|179|183|185||6|8|17|21|28|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|63|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185||4|6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|96|97|116|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|63|65|72|73|74|78|80|88|97|128|132|148|169|179|183|184|185||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184|185||4|6|8|17|21|33|35|36|38|43|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183||6|8|17|21|33|35|36|38|43|63|65|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184|185
indian_pines,26,mlwrig,0.0,0.84,0.825,0.818,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|96|97|116|128|132|148|169|179|183|185||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184||8|17|21|33|34|35|36|38|43|63|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185||4|6|8|17|21|33|34|35|36|38|43|65|72|78|80|86|96|97|116|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|73|74|78|80|88|97|128|132|148|169|179|183|184|185||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|169|179|183|184|185||4|6|8|17|21|33|35|36|38|43|65|72|74|78|80|86|88|97|100|128|132|148|157|169|179|183||6|8|17|21|33|35|36|38|43|63|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183|184|185
indian_pines,25,mlwrig,0.0,0.836,0.82,0.813,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|97|116|128|132|148|169|179|183|185||8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184||8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185||4|6|8|17|21|33|34|35|36|38|43|65|72|78|80|96|97|116|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|73|74|78|80|88|97|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|100|128|132|148|157|179|183||8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|169|179|183|184|185||4|6|8|17|21|33|35|36|38|43|65|72|78|80|86|88|97|100|128|132|148|157|169|179|183||6|8|17|21|33|35|36|38|43|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183|184|185
indian_pines,24,mlwrig,0.0,0.835,0.82,0.812,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|97|128|132|148|169|179|183|185||8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|179|183|184||8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183||4|6|8|21|33|34|35|36|38|43|65|72|78|80|96|97|116|128|132|148|169|179|183|184||6|8|17|33|34|35|36|38|43|65|72|73|74|78|80|88|97|128|132|148|169|179|183|184||6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|97|100|128|132|148|157|179|183||8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|128|132|148|169|179|183|184|185||4|6|8|17|21|33|35|36|38|43|65|72|78|80|88|97|100|128|132|148|157|169|179|183||6|8|17|21|33|35|36|38|43|72|74|78|80|88|96|97|100|128|132|148|169|179|183|184||6|8|21|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183|184|185
indian_pines,23,mlwrig,0.0,0.833,0.821,0.81,8|17|21|33|34|35|36|38|43|72|74|78|80|88|93|97|128|132|148|169|179|183|185||8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|179|183|184||8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|100|128|132|148|157|169|179|183||4|6|8|21|33|34|35|36|38|43|65|72|78|80|96|97|128|132|148|169|179|183|184||8|17|33|34|35|36|38|43|65|72|73|74|78|80|88|97|128|132|148|169|179|183|184||8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|97|100|128|132|148|157|179|183||8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|128|132|148|169|179|183|184|185||6|8|17|21|33|35|36|38|43|65|72|78|80|88|97|100|128|132|148|157|169|179|183||6|8|17|21|33|35|36|38|43|72|78|80|88|96|97|100|128|132|148|169|179|183|184||8|21|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183|184|185
indian_pines,22,mlwrig,0.0,0.833,0.82,0.809,8|17|21|33|34|35|36|38|43|72|78|80|88|93|97|128|132|148|169|179|183|185||8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|128|132|148|179|183|184||8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|100|128|132|148|169|179|183||4|6|8|21|33|34|35|36|38|43|65|72|78|80|97|128|132|148|169|179|183|184||8|17|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183|184||8|17|21|33|34|35|36|38|43|65|72|78|80|88|97|100|128|132|148|157|179|183||8|17|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|169|179|183|184|185||6|8|17|21|33|35|36|38|43|65|72|78|80|88|100|128|132|148|157|169|179|183||6|8|17|21|33|35|36|38|43|72|78|80|88|97|100|128|132|148|169|179|183|184||8|21|33|34|35|36|38|43|72|74|78|80|88|97|128|132|148|169|179|183|184|185
indian_pines,21,mlwrig,0.0,0.831,0.818,0.807,8|17|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|169|179|183|185||8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|128|132|148|179|183|184||8|17|21|33|34|35|36|38|43|72|78|80|88|97|100|128|132|148|169|179|183||4|6|8|21|33|34|35|36|38|43|65|72|78|80|97|128|132|148|169|179|183||8|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183|184||8|17|21|33|34|35|36|38|43|72|78|80|88|97|100|128|132|148|157|179|183||8|17|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|169|179|183|184||8|17|21|33|35|36|38|43|65|72|78|80|88|100|128|132|148|157|169|179|183||6|8|21|33|35|36|38|43|72|78|80|88|97|100|128|132|148|169|179|183|184||8|21|33|34|35|36|38|43|72|74|78|80|88|97|128|132|148|169|179|183|184
