dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,mlwrig,250.986,0.852,0.803,0.831,6|8|17|21|26|33|34|35|36|38|43|65|72|73|74|78|80|88|93|96|97|116|128|132|148|157|169|179|183|185,0
indian_pines,29,mlwrig,0.0,0.856,0.814,0.836,6|8|17|21|33|34|35|36|38|43|65|72|73|74|78|80|88|93|96|97|116|128|132|148|157|169|179|183|185,0
indian_pines,28,mlwrig,0.0,0.858,0.815,0.838,6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|96|97|116|128|132|148|157|169|179|183|185,0
indian_pines,27,mlwrig,0.0,0.852,0.812,0.831,6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|96|97|116|128|132|148|169|179|183|185,0
indian_pines,26,mlwrig,0.0,0.844,0.806,0.822,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|96|97|116|128|132|148|169|179|183|185,0
indian_pines,25,mlwrig,0.0,0.841,0.809,0.819,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|97|116|128|132|148|169|179|183|185,0
indian_pines,24,mlwrig,0.0,0.844,0.809,0.822,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|93|97|128|132|148|169|179|183|185,0
indian_pines,23,mlwrig,0.0,0.845,0.809,0.823,8|17|21|33|34|35|36|38|43|72|74|78|80|88|93|97|128|132|148|169|179|183|185,0
indian_pines,22,mlwrig,0.0,0.847,0.811,0.825,8|17|21|33|34|35|36|38|43|72|78|80|88|93|97|128|132|148|169|179|183|185,0
indian_pines,21,mlwrig,0.0,0.844,0.817,0.822,8|17|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|169|179|183|185,0
indian_pines,20,mlwrig,0.0,0.837,0.809,0.815,8|17|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|169|179|183,0
indian_pines,19,mlwrig,0.0,0.849,0.825,0.828,8|17|21|33|34|35|36|38|43|72|78|80|97|128|132|148|169|179|183,0
indian_pines,18,mlwrig,0.0,0.855,0.83,0.835,8|17|21|33|34|35|36|38|43|72|78|80|97|128|132|148|179|183,0
indian_pines,17,mlwrig,0.0,0.845,0.841,0.824,8|17|33|34|35|36|38|43|72|78|80|97|128|132|148|179|183,0
indian_pines,16,mlwrig,0.0,0.838,0.835,0.815,8|33|34|35|36|38|43|72|78|80|97|128|132|148|179|183,0
indian_pines,15,mlwrig,0.0,0.847,0.839,0.825,8|33|34|35|36|38|43|72|80|97|128|132|148|179|183,0
indian_pines,14,mlwrig,0.0,0.857,0.851,0.837,8|33|34|35|36|38|72|80|97|128|132|148|179|183,0
indian_pines,13,mlwrig,0.0,0.836,0.837,0.813,8|33|34|35|36|38|80|97|128|132|148|179|183,0
indian_pines,12,mlwrig,0.0,0.841,0.842,0.819,8|33|34|36|38|80|97|128|132|148|179|183,0
indian_pines,11,mlwrig,0.0,0.819,0.802,0.793,8|33|34|36|38|80|128|132|148|179|183,0
indian_pines,10,mlwrig,0.0,0.819,0.828,0.792,8|34|36|38|80|128|132|148|179|183,0
indian_pines,9,mlwrig,0.0,0.819,0.84,0.792,8|34|36|38|80|128|148|179|183,0
indian_pines,8,mlwrig,0.0,0.826,0.856,0.801,8|34|36|38|80|128|148|183,0
indian_pines,7,mlwrig,0.0,0.795,0.806,0.764,34|36|38|80|128|148|183,0
indian_pines,6,mlwrig,0.0,0.749,0.776,0.712,34|36|38|80|148|183,0
indian_pines,5,mlwrig,0.0,0.737,0.74,0.697,34|36|80|148|183,0
indian_pines,30,mlwrig,233.082,0.846,0.819,0.824,4|6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184|185,1
indian_pines,29,mlwrig,0.0,0.846,0.817,0.824,6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184|185,1
indian_pines,28,mlwrig,0.0,0.841,0.811,0.818,6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184,1
indian_pines,27,mlwrig,0.0,0.841,0.809,0.818,6|8|17|21|28|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184,1
indian_pines,26,mlwrig,0.0,0.844,0.813,0.822,6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184,1
indian_pines,25,mlwrig,0.0,0.838,0.809,0.815,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|169|179|183|184,1
indian_pines,24,mlwrig,0.0,0.84,0.81,0.817,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|157|179|183|184,1
indian_pines,23,mlwrig,0.0,0.835,0.808,0.811,8|17|21|33|34|35|36|38|43|65|72|74|78|80|88|96|97|128|132|148|179|183|184,1
indian_pines,22,mlwrig,0.0,0.826,0.803,0.802,8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|128|132|148|179|183|184,1
indian_pines,21,mlwrig,0.0,0.836,0.803,0.812,8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|128|132|148|179|183|184,1
indian_pines,20,mlwrig,0.0,0.837,0.823,0.814,8|17|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|179|183|184,1
indian_pines,19,mlwrig,0.0,0.833,0.822,0.81,8|21|33|34|35|36|38|43|72|78|80|88|97|128|132|148|179|183|184,1
indian_pines,18,mlwrig,0.0,0.83,0.817,0.806,8|33|34|35|36|38|43|72|78|80|88|97|128|132|148|179|183|184,1
indian_pines,17,mlwrig,0.0,0.836,0.847,0.812,8|33|34|35|36|38|43|72|78|80|97|128|132|148|179|183|184,1
indian_pines,16,mlwrig,0.0,0.844,0.855,0.822,8|33|34|35|36|38|43|72|78|80|97|128|132|148|179|183,1
indian_pines,15,mlwrig,0.0,0.826,0.836,0.801,8|33|34|35|36|38|43|78|80|97|128|132|148|179|183,1
indian_pines,14,mlwrig,0.0,0.824,0.835,0.799,8|33|34|35|36|38|43|78|80|128|132|148|179|183,1
indian_pines,13,mlwrig,0.0,0.828,0.855,0.804,8|33|34|35|36|38|78|80|128|132|148|179|183,1
indian_pines,12,mlwrig,0.0,0.822,0.855,0.797,8|33|34|35|36|38|78|80|128|132|148|183,1
indian_pines,11,mlwrig,0.0,0.839,0.843,0.816,8|34|35|36|38|78|80|128|132|148|183,1
indian_pines,10,mlwrig,0.0,0.834,0.84,0.81,8|34|35|36|38|78|80|128|148|183,1
indian_pines,9,mlwrig,0.0,0.815,0.815,0.789,8|34|36|38|78|80|128|148|183,1
indian_pines,8,mlwrig,0.0,0.815,0.796,0.789,8|34|36|38|80|128|148|183,1
indian_pines,7,mlwrig,0.0,0.829,0.806,0.804,8|34|36|80|128|148|183,1
indian_pines,6,mlwrig,0.0,0.802,0.733,0.773,8|34|36|80|128|148,1
indian_pines,5,mlwrig,0.0,0.769,0.692,0.735,34|36|80|128|148,1
indian_pines,30,mlwrig,226.337,0.827,0.8,0.802,6|8|17|21|28|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185,2
indian_pines,29,mlwrig,0.0,0.822,0.799,0.796,6|8|17|21|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185,2
indian_pines,28,mlwrig,0.0,0.818,0.805,0.792,6|8|17|21|33|34|35|36|38|43|63|72|74|78|80|86|88|96|97|100|128|132|148|157|169|179|183|185,2
indian_pines,27,mlwrig,0.0,0.822,0.813,0.797,6|8|17|21|33|34|35|36|38|43|63|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185,2
indian_pines,26,mlwrig,0.0,0.819,0.812,0.794,8|17|21|33|34|35|36|38|43|63|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185,2
indian_pines,25,mlwrig,0.0,0.819,0.81,0.793,8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183|185,2
indian_pines,24,mlwrig,0.0,0.817,0.811,0.791,8|17|21|33|34|35|36|38|43|72|74|78|80|88|96|97|100|128|132|148|157|169|179|183,2
indian_pines,23,mlwrig,0.0,0.815,0.806,0.788,8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|100|128|132|148|157|169|179|183,2
indian_pines,22,mlwrig,0.0,0.817,0.806,0.79,8|17|21|33|34|35|36|38|43|72|74|78|80|88|97|100|128|132|148|169|179|183,2
indian_pines,21,mlwrig,0.0,0.813,0.804,0.786,8|17|21|33|34|35|36|38|43|72|78|80|88|97|100|128|132|148|169|179|183,2
indian_pines,20,mlwrig,0.0,0.804,0.8,0.776,8|17|33|34|35|36|38|43|72|78|80|88|97|100|128|132|148|169|179|183,2
indian_pines,19,mlwrig,0.0,0.802,0.799,0.774,8|17|33|34|35|36|38|43|72|78|80|88|97|100|128|132|148|179|183,2
indian_pines,18,mlwrig,0.0,0.806,0.801,0.778,8|17|33|34|35|36|38|43|72|78|80|88|100|128|132|148|179|183,2
indian_pines,17,mlwrig,0.0,0.8,0.796,0.771,8|17|33|34|35|36|38|43|72|80|88|100|128|132|148|179|183,2
indian_pines,16,mlwrig,0.0,0.806,0.793,0.778,8|33|34|35|36|38|43|72|80|88|100|128|132|148|179|183,2
indian_pines,15,mlwrig,0.0,0.798,0.81,0.77,8|33|34|35|36|38|43|72|80|100|128|132|148|179|183,2
indian_pines,14,mlwrig,0.0,0.806,0.808,0.778,8|33|34|35|36|38|43|80|100|128|132|148|179|183,2
indian_pines,13,mlwrig,0.0,0.807,0.808,0.779,8|33|34|35|36|38|80|100|128|132|148|179|183,2
indian_pines,12,mlwrig,0.0,0.818,0.805,0.792,8|33|34|35|36|38|80|100|128|148|179|183,2
indian_pines,11,mlwrig,0.0,0.821,0.811,0.794,8|34|35|36|38|80|100|128|148|179|183,2
indian_pines,10,mlwrig,0.0,0.81,0.803,0.783,8|34|35|36|38|80|100|128|148|183,2
indian_pines,9,mlwrig,0.0,0.813,0.811,0.786,8|34|36|38|80|100|128|148|183,2
indian_pines,8,mlwrig,0.0,0.8,0.787,0.771,8|34|36|80|100|128|148|183,2
indian_pines,7,mlwrig,0.0,0.785,0.766,0.754,8|34|36|80|100|148|183,2
indian_pines,6,mlwrig,0.0,0.744,0.715,0.707,34|36|80|100|148|183,2
indian_pines,5,mlwrig,0.0,0.709,0.681,0.666,34|80|100|148|183,2
indian_pines,30,mlwrig,225.199,0.844,0.859,0.822,4|6|8|17|21|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|116|128|132|148|157|169|179|183|184,3
indian_pines,29,mlwrig,0.0,0.85,0.861,0.829,4|6|8|17|21|33|34|35|36|38|43|63|65|72|74|78|80|86|88|96|97|116|128|132|148|169|179|183|184,3
indian_pines,28,mlwrig,0.0,0.849,0.86,0.827,4|6|8|17|21|33|34|35|36|38|43|65|72|74|78|80|86|88|96|97|116|128|132|148|169|179|183|184,3
