dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,mlw_r,213.81,0.843,0.827,0.82,6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|88|93|97|116|128|132|146|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|56|63|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184||6|8|17|21|25|26|28|33|34|35|36|38|43|56|63|65|72|74|78|80|88|97|100|128|132|148|157|169|179|183||4|6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|86|88|97|116|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|56|63|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184||6|8|17|21|25|26|28|33|35|36|38|43|56|65|72|74|78|80|86|88|97|116|128|132|146|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|100|128|132|146|148|157|169|179|183|184||6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|86|88|97|100|128|132|146|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|97|100|128|132|146|148|157|169|179|183|184|191||6|8|17|21|25|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184
indian_pines,29,mlw_r,0,0.843,0.831,0.821,6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|88|93|97|116|128|132|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|56|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184||6|8|17|21|25|26|28|33|34|35|36|38|43|63|65|72|74|78|80|88|97|100|128|132|148|157|169|179|183||4|6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|86|88|97|116|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184||6|8|17|21|25|26|28|33|35|36|38|43|56|65|72|74|78|80|88|97|116|128|132|146|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|100|128|132|146|148|157|169|179|183|184||6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|86|88|100|128|132|146|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|97|100|128|132|146|148|157|169|179|183|184||6|8|17|21|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184
indian_pines,28,mlw_r,0,0.841,0.827,0.819,6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|116|128|132|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|56|65|72|74|78|80|88|97|128|132|148|157|169|179|183|184||6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|100|128|132|148|157|169|179|183||4|6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|116|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|128|132|148|157|169|179|183|184||6|8|17|21|25|26|28|33|35|36|38|43|56|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|100|128|132|146|148|157|169|179|183|184||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|86|88|100|128|132|146|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|97|100|128|132|146|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184
indian_pines,27,mlw_r,0,0.843,0.83,0.82,6|8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|25|26|28|33|35|36|38|43|56|65|72|74|78|80|88|97|128|132|148|157|169|179|183|184||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|100|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|116|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|56|65|72|74|78|80|88|97|128|132|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183|184||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|100|128|132|146|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|97|100|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183
indian_pines,26,mlw_r,0,0.839,0.829,0.817,8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183|184||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|100|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||6|8|17|21|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|80|88|100|128|132|146|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|65|72|74|78|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|146|148|157|169|179|183
indian_pines,25,mlw_r,0,0.837,0.829,0.813,8|17|21|25|26|28|33|34|35|36|38|43|65|72|74|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183|184||8|17|21|26|28|33|34|35|36|38|43|72|74|78|80|88|97|100|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||6|8|17|21|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|72|74|78|80|88|97|128|132|146|148|157|169|179|183||6|8|17|21|26|28|33|34|35|36|38|43|65|72|74|80|88|100|128|132|148|157|169|179|183||6|8|17|21|25|26|28|33|35|36|38|43|72|74|78|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183
indian_pines,24,mlw_r,0,0.835,0.823,0.812,8|17|21|25|26|28|33|34|35|36|38|43|72|74|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|72|74|78|80|88|100|128|132|148|157|169|179|183||6|8|17|21|26|28|33|34|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|33|35|36|38|43|65|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|72|74|78|80|88|128|132|146|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|80|88|100|128|132|148|157|169|179|183||6|8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|72|74|78|80|88|97|128|132|148|157|169|179|183
indian_pines,23,mlw_r,0,0.834,0.823,0.81,8|17|21|26|28|33|34|35|36|38|43|72|74|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|72|74|80|88|100|128|132|148|157|169|179|183||6|8|17|21|26|28|34|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|34|35|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|97|128|132|148|157|169|179|183||8|17|21|26|28|34|35|36|38|43|72|74|78|80|88|128|132|146|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|65|72|74|80|88|128|132|148|157|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|33|34|35|36|38|43|72|74|78|80|88|128|132|148|157|169|179|183
indian_pines,22,mlw_r,0,0.83,0.82,0.806,8|17|21|26|28|33|34|35|36|38|43|72|74|80|88|97|128|132|148|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|128|132|148|157|169|179|183||8|17|21|26|28|34|35|36|38|43|72|74|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|34|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|34|36|38|43|65|72|74|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|128|132|148|157|169|179|183||8|17|21|26|28|34|35|36|38|43|72|78|80|88|128|132|146|148|157|169|179|183||8|17|21|26|28|34|35|36|38|43|65|72|74|80|88|128|132|148|157|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|33|34|36|38|43|72|74|78|80|88|128|132|148|157|169|179|183
indian_pines,21,mlw_r,0,0.827,0.818,0.802,8|17|21|26|28|33|34|36|38|43|72|74|80|88|97|128|132|148|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|78|80|88|128|132|148|169|179|183||8|17|21|26|28|34|36|38|43|72|74|80|88|100|128|132|148|157|169|179|183||8|17|21|26|28|34|36|38|43|65|72|78|80|88|97|128|132|148|169|179|183||8|17|21|26|28|34|36|38|43|65|72|74|78|80|88|128|132|148|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|80|88|128|132|148|157|169|179|183||8|17|21|26|28|34|35|36|38|43|72|78|80|88|128|132|148|157|169|179|183||8|17|21|26|28|34|36|38|43|65|72|74|80|88|128|132|148|157|169|179|183||8|17|21|26|28|33|35|36|38|43|72|74|80|88|100|128|132|148|169|179|183||8|17|21|26|28|34|36|38|43|72|74|78|80|88|128|132|148|157|169|179|183
