dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,5,zhang_mean_fc_nosig10,150.34,0.737,0.734,0.697,23|40|74|148|183
indian_pines,6,zhang_mean_fc_nosig10,0.0,0.735,0.726,0.696,23|40|74|148|177|183
indian_pines,7,zhang_mean_fc_nosig10,0.0,0.754,0.744,0.717,23|40|58|74|148|177|183
indian_pines,8,zhang_mean_fc_nosig10,0.0,0.78,0.766,0.748,23|40|58|74|93|148|177|183
indian_pines,9,zhang_mean_fc_nosig10,0.0,0.774,0.77,0.741,23|40|58|74|93|148|177|183|184
indian_pines,10,zhang_mean_fc_nosig10,0.0,0.785,0.783,0.755,23|40|58|74|93|98|148|177|183|184
indian_pines,11,zhang_mean_fc_nosig10,0.0,0.809,0.797,0.782,23|35|40|58|74|93|98|148|177|183|184
indian_pines,12,zhang_mean_fc_nosig10,0.0,0.805,0.811,0.777,23|35|40|58|74|93|98|142|148|177|183|184
indian_pines,13,zhang_mean_fc_nosig10,0.0,0.809,0.795,0.782,23|35|40|58|74|93|98|142|148|177|183|184|185
indian_pines,14,zhang_mean_fc_nosig10,0.0,0.812,0.827,0.786,23|35|40|58|72|74|93|98|142|148|177|183|184|185
indian_pines,15,zhang_mean_fc_nosig10,0.0,0.817,0.835,0.792,23|35|40|58|72|74|93|98|114|142|148|177|183|184|185
indian_pines,16,zhang_mean_fc_nosig10,0.0,0.82,0.835,0.795,23|35|40|56|58|72|74|93|98|114|142|148|177|183|184|185
indian_pines,17,zhang_mean_fc_nosig10,0.0,0.819,0.812,0.793,2|23|35|40|56|58|72|74|93|98|114|142|148|177|183|184|185
indian_pines,18,zhang_mean_fc_nosig10,0.0,0.806,0.807,0.779,2|23|35|40|56|58|72|74|93|98|114|142|148|177|183|184|185|186
indian_pines,19,zhang_mean_fc_nosig10,0.0,0.805,0.789,0.777,2|23|33|35|40|56|58|72|74|93|98|114|142|148|177|183|184|185|186
indian_pines,20,zhang_mean_fc_nosig10,0.0,0.816,0.796,0.79,2|18|23|33|35|40|56|58|72|74|93|98|114|142|148|177|183|184|185|186
indian_pines,21,zhang_mean_fc_nosig10,0.0,0.811,0.795,0.785,2|18|23|33|35|40|56|58|72|74|75|93|98|114|142|148|177|183|184|185|186
indian_pines,22,zhang_mean_fc_nosig10,0.0,0.83,0.805,0.805,2|18|23|33|35|40|56|58|60|72|74|75|93|98|114|142|148|177|183|184|185|186
indian_pines,23,zhang_mean_fc_nosig10,0.0,0.827,0.798,0.802,2|18|23|33|35|40|56|58|60|72|74|75|93|98|114|142|148|177|183|184|185|186|195
indian_pines,24,zhang_mean_fc_nosig10,0.0,0.823,0.8,0.798,1|2|18|23|33|35|40|56|58|60|72|74|75|93|98|114|142|148|177|183|184|185|186|195
indian_pines,25,zhang_mean_fc_nosig10,0.0,0.811,0.782,0.785,1|2|18|23|33|35|40|56|58|60|72|74|75|88|93|98|114|142|148|177|183|184|185|186|195
indian_pines,26,zhang_mean_fc_nosig10,0.0,0.813,0.784,0.786,1|2|18|20|23|33|35|40|56|58|60|72|74|75|88|93|98|114|142|148|177|183|184|185|186|195
indian_pines,27,zhang_mean_fc_nosig10,0.0,0.817,0.792,0.79,1|2|18|20|23|33|35|40|56|58|60|72|74|75|88|89|93|98|114|142|148|177|183|184|185|186|195
indian_pines,28,zhang_mean_fc_nosig10,0.0,0.811,0.772,0.784,1|2|18|20|23|33|35|40|56|58|60|72|74|75|87|88|89|93|98|114|142|148|177|183|184|185|186|195
indian_pines,29,zhang_mean_fc_nosig10,0.0,0.819,0.794,0.793,1|2|18|20|23|33|35|40|56|58|60|61|72|74|75|87|88|89|93|98|114|142|148|177|183|184|185|186|195
indian_pines,30,zhang_mean_fc_nosig10,0.0,0.809,0.764,0.782,0|1|2|18|20|23|33|35|40|56|58|60|61|72|74|75|87|88|89|93|98|114|142|148|177|183|184|185|186|195
