dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,mlw,242.438,0.783,0.75,0.752,2|3|4|5|6|7|8|19|23|25|26|27|28|33|34|35|36|37|39|56|60|74|78|80|88|93|146|147|148|149,0
indian_pines,29,mlw,0.0,0.78,0.754,0.749,2|3|4|5|6|7|8|19|23|25|26|27|28|33|34|35|36|37|39|56|60|74|78|88|93|146|147|148|149,0
indian_pines,28,mlw,0.0,0.778,0.752,0.747,3|4|5|6|7|8|19|23|25|26|27|28|33|34|35|36|37|39|56|60|74|78|88|93|146|147|148|149,0
indian_pines,27,mlw,0.0,0.767,0.734,0.735,3|4|5|6|7|8|19|25|26|27|28|33|34|35|36|37|39|56|60|74|78|88|93|146|147|148|149,0
indian_pines,26,mlw,0.0,0.769,0.736,0.737,3|4|5|6|7|8|19|25|26|27|28|33|34|35|36|37|39|56|60|74|78|88|93|147|148|149,0
indian_pines,25,mlw,0.0,0.771,0.734,0.739,4|5|6|7|8|19|25|26|27|28|33|34|35|36|37|39|56|60|74|78|88|93|147|148|149,0
indian_pines,24,mlw,0.0,0.77,0.734,0.737,4|5|6|7|8|19|25|26|27|28|33|34|35|36|37|39|56|60|74|88|93|147|148|149,0
indian_pines,23,mlw,0.0,0.765,0.756,0.732,4|5|6|7|8|19|26|27|28|33|34|35|36|37|39|56|60|74|88|93|147|148|149,0
indian_pines,22,mlw,0.0,0.766,0.758,0.733,5|6|7|8|19|26|27|28|33|34|35|36|37|39|56|60|74|88|93|147|148|149,0
indian_pines,21,mlw,0.0,0.764,0.741,0.731,5|6|7|8|19|26|27|33|34|35|36|37|39|56|60|74|88|93|147|148|149,0
indian_pines,20,mlw,0.0,0.758,0.735,0.724,5|6|7|8|19|26|27|33|34|35|36|39|56|60|74|88|93|147|148|149,0
indian_pines,19,mlw,0.0,0.747,0.721,0.711,5|6|7|8|19|27|33|34|35|36|39|56|60|74|88|93|147|148|149,0
indian_pines,18,mlw,0.0,0.741,0.717,0.704,5|6|8|19|27|33|34|35|36|39|56|60|74|88|93|147|148|149,0
indian_pines,17,mlw,0.0,0.732,0.725,0.695,5|6|8|19|27|33|34|35|36|39|56|60|74|88|147|148|149,0
indian_pines,16,mlw,0.0,0.753,0.741,0.719,5|6|8|19|27|33|34|35|36|39|56|60|74|88|148|149,0
indian_pines,15,mlw,0.0,0.744,0.735,0.708,5|6|19|27|33|34|35|36|39|56|60|74|88|148|149,0
indian_pines,14,mlw,0.0,0.748,0.731,0.712,5|6|19|27|33|34|35|36|56|60|74|88|148|149,0
indian_pines,13,mlw,0.0,0.745,0.738,0.709,5|6|19|27|33|34|35|36|56|60|74|148|149,0
indian_pines,12,mlw,0.0,0.753,0.738,0.718,5|6|19|27|33|34|35|36|56|60|74|148,0
indian_pines,11,mlw,0.0,0.742,0.736,0.705,5|6|19|27|33|34|35|56|60|74|148,0
indian_pines,10,mlw,0.0,0.747,0.727,0.71,5|6|19|27|33|34|35|56|74|148,0
indian_pines,9,mlw,0.0,0.728,0.717,0.689,5|6|19|33|34|35|56|74|148,0
indian_pines,8,mlw,0.0,0.726,0.712,0.686,6|19|33|34|35|56|74|148,0
indian_pines,7,mlw,0.0,0.723,0.706,0.683,19|33|34|35|56|74|148,0
indian_pines,6,mlw,0.0,0.704,0.684,0.661,19|33|34|35|56|74,0
indian_pines,5,mlw,0.0,0.67,0.609,0.619,33|34|35|56|74,0
