dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,5,zhang_mean_fc_nosig15,135.574,0.749,0.67,0.711,25|30|119|149|159,0
indian_pines,6,zhang_mean_fc_nosig15,0.0,0.747,0.706,0.709,25|30|119|149|159|182,0
indian_pines,7,zhang_mean_fc_nosig15,0.0,0.761,0.712,0.726,25|30|119|130|149|159|182,0
indian_pines,8,zhang_mean_fc_nosig15,0.0,0.774,0.731,0.741,25|30|119|125|130|149|159|182,0
indian_pines,9,zhang_mean_fc_nosig15,0.0,0.817,0.804,0.79,25|30|53|119|125|130|149|159|182,0
indian_pines,10,zhang_mean_fc_nosig15,0.0,0.8,0.788,0.77,25|30|53|119|125|130|149|159|182|188,0
indian_pines,11,zhang_mean_fc_nosig15,0.0,0.798,0.826,0.769,25|30|53|119|125|130|149|159|180|182|188,0
indian_pines,12,zhang_mean_fc_nosig15,0.0,0.793,0.826,0.763,25|30|49|53|119|125|130|149|159|180|182|188,0
indian_pines,13,zhang_mean_fc_nosig15,0.0,0.809,0.84,0.781,25|30|49|53|116|119|125|130|149|159|180|182|188,0
indian_pines,14,zhang_mean_fc_nosig15,0.0,0.806,0.838,0.778,25|30|49|53|84|116|119|125|130|149|159|180|182|188,0
indian_pines,15,zhang_mean_fc_nosig15,0.0,0.803,0.817,0.775,25|26|30|49|53|84|116|119|125|130|149|159|180|182|188,0
indian_pines,16,zhang_mean_fc_nosig15,0.0,0.797,0.815,0.769,25|26|30|49|53|84|116|119|125|130|149|159|180|182|188|195,0
indian_pines,17,zhang_mean_fc_nosig15,0.0,0.815,0.84,0.788,19|25|26|30|49|53|84|116|119|125|130|149|159|180|182|188|195,0
indian_pines,18,zhang_mean_fc_nosig15,0.0,0.821,0.849,0.795,6|19|25|26|30|49|53|84|116|119|125|130|149|159|180|182|188|195,0
indian_pines,19,zhang_mean_fc_nosig15,0.0,0.824,0.849,0.799,6|7|19|25|26|30|49|53|84|116|119|125|130|149|159|180|182|188|195,0
indian_pines,20,zhang_mean_fc_nosig15,0.0,0.82,0.82,0.794,6|7|19|25|26|30|49|53|79|84|116|119|125|130|149|159|180|182|188|195,0
indian_pines,21,zhang_mean_fc_nosig15,0.0,0.824,0.826,0.799,6|7|19|25|26|30|49|53|79|84|116|119|125|130|149|159|177|180|182|188|195,0
indian_pines,22,zhang_mean_fc_nosig15,0.0,0.821,0.823,0.795,6|7|19|25|26|30|49|53|58|79|84|116|119|125|130|149|159|177|180|182|188|195,0
indian_pines,23,zhang_mean_fc_nosig15,0.0,0.817,0.84,0.791,6|7|19|25|26|30|49|53|58|79|84|116|119|125|130|149|159|177|180|182|188|193|195,0
indian_pines,24,zhang_mean_fc_nosig15,0.0,0.82,0.841,0.794,6|7|19|25|26|30|49|53|58|79|84|116|119|125|130|132|149|159|177|180|182|188|193|195,0
indian_pines,25,zhang_mean_fc_nosig15,0.0,0.809,0.808,0.782,6|7|19|25|26|30|49|53|58|79|84|105|116|119|125|130|132|149|159|177|180|182|188|193|195,0
indian_pines,26,zhang_mean_fc_nosig15,0.0,0.806,0.811,0.779,6|7|19|25|26|30|49|53|58|79|84|86|105|116|119|125|130|132|149|159|177|180|182|188|193|195,0
indian_pines,27,zhang_mean_fc_nosig15,0.0,0.812,0.813,0.786,6|7|19|25|26|30|49|53|58|79|84|86|105|116|119|125|130|132|149|159|177|180|182|183|188|193|195,0
indian_pines,28,zhang_mean_fc_nosig15,0.0,0.805,0.809,0.777,6|7|19|25|26|30|49|53|58|79|84|86|105|116|119|125|130|132|149|159|177|180|182|183|188|193|195|198,0
indian_pines,29,zhang_mean_fc_nosig15,0.0,0.814,0.813,0.788,6|7|19|25|26|30|49|53|58|79|84|86|105|116|119|125|130|132|148|149|159|177|180|182|183|188|193|195|198,0
indian_pines,30,zhang_mean_fc_nosig15,0.0,0.826,0.825,0.801,6|7|19|25|26|30|49|53|58|68|79|84|86|105|116|119|125|130|132|148|149|159|177|180|182|183|188|193|195|198,0
