dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,ig_l2_d,221.174,0.86,0.849,0.84,9|17|33|34|36|40|41|59|77|78|79|80|97|110|113|114|126|131|134|138|139|147|148|149|160|161|176|178|179|182,0
indian_pines,29,ig_l2_d,224.132,0.83,0.8,0.806,9|33|34|36|40|41|59|69|74|77|78|79|80|96|97|110|113|114|126|131|138|139|140|147|148|149|161|178|182,0
indian_pines,28,ig_l2_d,220.824,0.838,0.81,0.815,9|33|34|36|40|41|59|74|77|78|79|80|97|110|113|114|126|131|134|139|140|147|148|149|158|161|178|182,0
indian_pines,27,ig_l2_d,215.772,0.845,0.831,0.824,9|19|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|147|148|149|160|161|178|182,0
indian_pines,26,ig_l2_d,247.651,0.839,0.826,0.816,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|140|147|148|149|178|182,0
indian_pines,25,ig_l2_d,215.038,0.815,0.812,0.789,9|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|138|139|140|147|148|149|161|178|182,0
indian_pines,24,ig_l2_d,220.098,0.824,0.793,0.799,9|33|34|36|40|41|59|74|77|78|79|80|96|97|110|126|131|138|139|147|148|149|161|182,0
indian_pines,23,ig_l2_d,254.111,0.832,0.804,0.808,9|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|140|147|148|149|161|182,0
indian_pines,22,ig_l2_d,278.852,0.822,0.821,0.798,9|17|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|147|148|149|182,0
indian_pines,21,ig_l2_d,270.774,0.839,0.835,0.817,9|17|33|34|36|40|41|59|78|80|97|110|113|114|126|131|139|147|148|149|182,0
indian_pines,20,ig_l2_d,258.194,0.84,0.812,0.817,9|17|33|34|36|40|41|59|78|79|80|97|110|126|131|139|147|148|149|182,0
indian_pines,19,ig_l2_d,249.415,0.808,0.786,0.781,9|33|34|36|59|77|78|79|80|97|110|114|126|131|139|147|148|149|161,0
indian_pines,18,ig_l2_d,267.514,0.807,0.799,0.78,9|33|34|36|40|41|59|77|78|79|80|97|126|131|139|147|148|149,0
indian_pines,17,ig_l2_d,293.389,0.804,0.787,0.776,9|33|34|36|59|77|78|79|80|97|110|113|114|126|147|148|149,0
indian_pines,16,ig_l2_d,339.988,0.83,0.804,0.806,9|33|34|36|40|41|59|77|78|79|80|97|126|148|149|161,0
indian_pines,15,ig_l2_d,360.362,0.795,0.773,0.766,9|33|34|36|59|78|80|97|110|126|131|139|147|148|149,0
indian_pines,14,ig_l2_d,402.095,0.801,0.778,0.773,9|33|34|36|59|78|80|97|126|131|139|147|148|149,0
indian_pines,13,ig_l2_d,439.866,0.788,0.753,0.759,9|33|34|36|59|78|79|80|97|126|147|148|149,0
indian_pines,12,ig_l2_d,525.942,0.786,0.76,0.756,9|33|34|36|59|78|80|97|126|147|148|149,0
indian_pines,11,ig_l2_d,550.195,0.815,0.781,0.789,9|33|34|36|41|78|80|97|126|148|149,0
indian_pines,10,ig_l2_d,633.749,0.8,0.769,0.772,9|33|34|36|78|80|97|126|148|149,0
indian_pines,9,ig_l2_d,721.693,0.793,0.763,0.763,9|33|34|36|78|80|97|126|148,0
indian_pines,8,ig_l2_d,802.315,0.784,0.737,0.753,9|33|34|36|78|80|126|148,0
indian_pines,7,ig_l2_d,815.865,0.782,0.772,0.751,9|33|34|36|80|97|148,0
indian_pines,6,ig_l2_d,776.627,0.769,0.746,0.734,9|33|34|36|80|126,0
indian_pines,5,ig_l2_d,758.889,0.715,0.676,0.674,33|34|36|126|148,0
