dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,ig_l2_d,221.17,0.86,0.849,0.84,9|17|33|34|36|40|41|59|77|78|79|80|97|110|113|114|126|131|134|138|139|147|148|149|160|161|176|178|179|182
indian_pines,29,ig_l2_d,224.13,0.83,0.8,0.806,9|33|34|36|40|41|59|69|74|77|78|79|80|96|97|110|113|114|126|131|138|139|140|147|148|149|161|178|182
indian_pines,28,ig_l2_d,220.82,0.838,0.81,0.815,9|33|34|36|40|41|59|74|77|78|79|80|97|110|113|114|126|131|134|139|140|147|148|149|158|161|178|182
indian_pines,27,ig_l2_d,215.77,0.845,0.831,0.824,9|19|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|147|148|149|160|161|178|182
indian_pines,26,ig_l2_d,247.65,0.839,0.826,0.816,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|140|147|148|149|178|182
indian_pines,25,ig_l2_d,215.04,0.815,0.812,0.789,9|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|138|139|140|147|148|149|161|178|182
indian_pines,24,ig_l2_d,220.1,0.824,0.793,0.799,9|33|34|36|40|41|59|74|77|78|79|80|96|97|110|126|131|138|139|147|148|149|161|182
indian_pines,23,ig_l2_d,254.11,0.832,0.804,0.808,9|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|140|147|148|149|161|182
indian_pines,22,ig_l2_d,278.85,0.822,0.821,0.798,9|17|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|147|148|149|182
indian_pines,21,ig_l2_d,270.77,0.839,0.835,0.817,9|17|33|34|36|40|41|59|78|80|97|110|113|114|126|131|139|147|148|149|182
indian_pines,20,ig_l2_d,258.19,0.84,0.812,0.817,9|17|33|34|36|40|41|59|78|79|80|97|110|126|131|139|147|148|149|182
indian_pines,19,ig_l2_d,249.42,0.808,0.786,0.781,9|33|34|36|59|77|78|79|80|97|110|114|126|131|139|147|148|149|161
indian_pines,18,ig_l2_d,267.51,0.807,0.799,0.78,9|33|34|36|40|41|59|77|78|79|80|97|126|131|139|147|148|149
indian_pines,17,ig_l2_d,293.39,0.804,0.787,0.776,9|33|34|36|59|77|78|79|80|97|110|113|114|126|147|148|149
indian_pines,16,ig_l2_d,339.99,0.83,0.804,0.806,9|33|34|36|40|41|59|77|78|79|80|97|126|148|149|161
indian_pines,15,ig_l2_d,360.36,0.795,0.773,0.766,9|33|34|36|59|78|80|97|110|126|131|139|147|148|149
indian_pines,14,ig_l2_d,402.1,0.801,0.778,0.773,9|33|34|36|59|78|80|97|126|131|139|147|148|149
indian_pines,13,ig_l2_d,439.87,0.788,0.753,0.759,9|33|34|36|59|78|79|80|97|126|147|148|149
indian_pines,12,ig_l2_d,525.94,0.786,0.76,0.756,9|33|34|36|59|78|80|97|126|147|148|149
indian_pines,11,ig_l2_d,550.2,0.815,0.781,0.789,9|33|34|36|41|78|80|97|126|148|149
indian_pines,10,ig_l2_d,633.75,0.8,0.769,0.772,9|33|34|36|78|80|97|126|148|149
indian_pines,9,ig_l2_d,721.69,0.793,0.763,0.763,9|33|34|36|78|80|97|126|148
indian_pines,8,ig_l2_d,802.32,0.784,0.737,0.753,9|33|34|36|78|80|126|148
indian_pines,7,ig_l2_d,815.86,0.782,0.772,0.751,9|33|34|36|80|97|148
indian_pines,6,ig_l2_d,776.63,0.769,0.746,0.734,9|33|34|36|80|126
indian_pines,5,ig_l2_d,758.89,0.715,0.676,0.674,33|34|36|126|148
