dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,zhang,156.44,0.806,0.836,0.779,3|4|6|8|10|13|16|19|23|26|29|30|63|105|113|122|126|132|134|139|157|159|165|167|169|175|179|183|186|189,0
indian_pines,29,zhang,0.0,0.804,0.834,0.777,3|4|6|8|10|13|16|19|23|26|29|30|63|105|122|126|132|134|139|157|159|165|167|169|175|179|183|186|189,0
indian_pines,28,zhang,0.0,0.795,0.797,0.767,3|4|6|8|10|13|16|19|23|26|29|30|63|105|122|126|132|134|139|157|159|165|167|169|175|183|186|189,0
indian_pines,27,zhang,0.0,0.79,0.796,0.761,3|4|6|8|10|13|16|19|23|26|30|63|105|122|126|132|134|139|157|159|165|167|169|175|183|186|189,0
indian_pines,26,zhang,0.0,0.784,0.79,0.754,3|4|6|8|10|13|16|19|23|26|30|63|105|122|132|134|139|157|159|165|167|169|175|183|186|189,0
indian_pines,25,zhang,0.0,0.789,0.783,0.759,3|4|6|8|10|13|16|19|26|30|63|105|122|132|134|139|157|159|165|167|169|175|183|186|189,0
indian_pines,24,zhang,0.0,0.789,0.794,0.76,3|4|6|8|10|13|16|19|26|30|63|105|122|132|134|157|159|165|167|169|175|183|186|189,0
indian_pines,23,zhang,0.0,0.788,0.793,0.759,3|4|6|8|10|13|16|19|26|30|63|105|122|134|157|159|165|167|169|175|183|186|189,0
indian_pines,22,zhang,0.0,0.783,0.78,0.753,3|4|6|8|10|13|16|19|26|30|63|105|122|134|157|159|165|167|169|183|186|189,0
indian_pines,21,zhang,0.0,0.783,0.783,0.753,3|4|6|8|10|13|16|19|26|30|63|105|122|134|159|165|167|169|183|186|189,0
indian_pines,20,zhang,0.0,0.783,0.783,0.753,3|4|6|8|10|13|16|19|26|30|63|105|122|134|159|165|167|169|186|189,0
indian_pines,19,zhang,0.0,0.778,0.777,0.747,3|4|6|8|10|13|16|26|30|63|105|122|134|159|165|167|169|186|189,0
indian_pines,18,zhang,0.0,0.777,0.777,0.746,3|4|6|8|10|13|16|26|63|105|122|134|159|165|167|169|186|189,0
indian_pines,17,zhang,0.0,0.772,0.771,0.74,3|4|6|8|13|16|26|63|105|122|134|159|165|167|169|186|189,0
indian_pines,16,zhang,0.0,0.774,0.773,0.742,3|4|6|8|13|16|26|63|105|122|134|159|165|167|169|189,0
indian_pines,15,zhang,0.0,0.773,0.769,0.741,3|4|6|8|13|16|26|63|105|122|159|165|167|169|189,0
indian_pines,14,zhang,0.0,0.715,0.698,0.674,3|4|6|8|13|16|26|63|105|159|165|167|169|189,0
indian_pines,13,zhang,0.0,0.731,0.713,0.692,3|4|6|8|13|16|26|63|159|165|167|169|189,0
indian_pines,12,zhang,0.0,0.728,0.714,0.689,3|4|6|8|13|26|63|159|165|167|169|189,0
indian_pines,11,zhang,0.0,0.734,0.713,0.696,3|4|6|8|13|26|63|159|165|167|169,0
indian_pines,10,zhang,0.0,0.736,0.701,0.697,3|6|8|13|26|63|159|165|167|169,0
indian_pines,9,zhang,0.0,0.728,0.694,0.688,3|6|8|13|26|63|159|165|169,0
indian_pines,8,zhang,0.0,0.719,0.685,0.678,3|6|8|26|63|159|165|169,0
indian_pines,7,zhang,0.0,0.626,0.562,0.568,3|6|8|26|159|165|169,0
indian_pines,6,zhang,0.0,0.618,0.537,0.557,3|6|8|26|165|169,0
indian_pines,5,zhang,0.0,0.579,0.48,0.509,3|6|8|26|169,0
indian_pines,30,zhang_mean_fc_nosig14_nol2,207.159,0.818,0.778,0.792,3|5|6|18|23|26|33|34|35|40|56|58|60|72|74|75|87|88|89|92|93|98|114|142|148|177|183|184|185|195,0
