fold,dataset,oa,aa,k
0,indian_pines,0.7738791423001949,0.6534494400562962,0.739632646989333
1,indian_pines,0.7348927875243665,0.6809309150735314,0.6964549868606533
2,indian_pines,0.7153996101364523,0.621557830008167,0.6714250618562128
3,indian_pines,0.7387914230019493,0.6433265853092096,0.6988935514108753
4,indian_pines,0.746588693957115,0.6213846397942309,0.7087454962332133
5,indian_pines,0.7524366471734892,0.5951991304116855,0.7160446476436209
6,indian_pines,0.7543859649122807,0.6769973327559176,0.7169432073463918
7,indian_pines,0.7446393762183235,0.6139761946900792,0.7054747692550422
8,indian_pines,0.7407407407407407,0.5989403176066481,0.7041214581219264
9,indian_pines,0.7524366471734892,0.6597292469272342,0.7152503704092202
