dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,5,zhang_mean_fc_nosig17,842.916,0.651,0.601,0.597,27|33|34|148|149,0
indian_pines,6,zhang_mean_fc_nosig17,0.0,0.674,0.628,0.625,19|27|33|34|148|149,0
indian_pines,7,zhang_mean_fc_nosig17,0.0,0.677,0.638,0.628,19|25|27|33|34|148|149,0
indian_pines,8,zhang_mean_fc_nosig17,0.0,0.665,0.623,0.615,19|25|27|33|34|147|148|149,0
indian_pines,9,zhang_mean_fc_nosig17,0.0,0.663,0.616,0.612,19|25|27|31|33|34|147|148|149,0
indian_pines,10,zhang_mean_fc_nosig17,0.0,0.692,0.641,0.648,19|25|27|31|33|34|56|147|148|149,0
indian_pines,11,zhang_mean_fc_nosig17,0.0,0.706,0.658,0.664,6|19|25|27|31|33|34|56|147|148|149,0
indian_pines,12,zhang_mean_fc_nosig17,0.0,0.723,0.678,0.683,6|19|25|27|31|33|34|35|56|147|148|149,0
indian_pines,13,zhang_mean_fc_nosig17,0.0,0.731,0.696,0.693,6|19|25|27|31|33|34|35|36|56|147|148|149,0
indian_pines,14,zhang_mean_fc_nosig17,0.0,0.733,0.704,0.695,6|19|25|27|28|31|33|34|35|36|56|147|148|149,0
indian_pines,15,zhang_mean_fc_nosig17,0.0,0.736,0.713,0.698,5|6|19|25|27|28|31|33|34|35|36|56|147|148|149,0
indian_pines,16,zhang_mean_fc_nosig17,0.0,0.728,0.714,0.69,5|6|8|19|25|27|28|31|33|34|35|36|56|147|148|149,0
indian_pines,17,zhang_mean_fc_nosig17,0.0,0.75,0.731,0.714,5|6|8|19|25|27|28|31|33|34|35|36|56|88|147|148|149,0
indian_pines,18,zhang_mean_fc_nosig17,0.0,0.757,0.736,0.722,5|6|8|19|25|27|28|29|31|33|34|35|36|56|88|147|148|149,0
indian_pines,19,zhang_mean_fc_nosig17,0.0,0.739,0.722,0.702,5|6|8|19|25|27|28|29|31|33|34|35|36|56|88|146|147|148|149,0
indian_pines,20,zhang_mean_fc_nosig17,0.0,0.74,0.721,0.703,5|6|8|19|25|26|27|28|29|31|33|34|35|36|56|88|146|147|148|149,0
indian_pines,21,zhang_mean_fc_nosig17,0.0,0.739,0.721,0.702,5|6|8|19|24|25|26|27|28|29|31|33|34|35|36|56|88|146|147|148|149,0
indian_pines,22,zhang_mean_fc_nosig17,0.0,0.761,0.759,0.727,5|6|8|19|24|25|26|27|28|29|31|33|34|35|36|38|56|88|146|147|148|149,0
indian_pines,23,zhang_mean_fc_nosig17,0.0,0.757,0.754,0.722,5|6|7|8|19|24|25|26|27|28|29|31|33|34|35|36|38|56|88|146|147|148|149,0
indian_pines,24,zhang_mean_fc_nosig17,0.0,0.755,0.736,0.721,5|6|7|8|19|24|25|26|27|28|29|31|33|34|35|36|38|56|74|88|146|147|148|149,0
indian_pines,25,zhang_mean_fc_nosig17,0.0,0.766,0.742,0.733,5|6|7|8|19|24|25|26|27|28|29|30|31|33|34|35|36|38|56|74|88|146|147|148|149,0
indian_pines,26,zhang_mean_fc_nosig17,0.0,0.765,0.739,0.732,5|6|7|8|19|24|25|26|27|28|29|30|31|33|34|35|36|37|38|56|74|88|146|147|148|149,0
indian_pines,27,zhang_mean_fc_nosig17,0.0,0.773,0.747,0.741,5|6|7|8|19|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|56|74|88|146|147|148|149,0
indian_pines,28,zhang_mean_fc_nosig17,0.0,0.767,0.746,0.734,4|5|6|7|8|19|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|56|74|88|146|147|148|149,0
indian_pines,29,zhang_mean_fc_nosig17,0.0,0.772,0.738,0.74,4|5|6|7|8|19|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|56|74|88|93|146|147|148|149,0
indian_pines,30,zhang_mean_fc_nosig17,0.0,0.785,0.747,0.754,4|5|6|7|8|19|23|24|25|26|27|28|29|30|31|33|34|35|36|37|38|56|74|78|88|93|146|147|148|149,0
