dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,zhang,160.539,0.822,0.807,0.798,3|4|6|8|10|13|16|18|19|20|29|30|46|54|63|72|116|122|126|134|139|153|157|165|167|169|176|189|191|197,0
indian_pines,29,zhang,0.0,0.819,0.805,0.794,3|4|6|8|10|13|16|18|19|20|29|30|46|54|63|72|116|122|134|139|153|157|165|167|169|176|189|191|197,0
indian_pines,28,zhang,0.0,0.814,0.802,0.788,3|4|6|8|10|13|16|18|19|20|29|30|46|63|72|116|122|134|139|153|157|165|167|169|176|189|191|197,0
indian_pines,27,zhang,0.0,0.813,0.8,0.787,3|4|6|8|10|13|16|18|19|29|30|46|63|72|116|122|134|139|153|157|165|167|169|176|189|191|197,0
indian_pines,26,zhang,0.0,0.815,0.828,0.79,3|4|6|8|10|13|16|18|19|29|30|46|63|72|116|122|134|153|157|165|167|169|176|189|191|197,0
indian_pines,25,zhang,0.0,0.814,0.823,0.788,3|4|6|8|10|16|18|19|29|30|46|63|72|116|122|134|153|157|165|167|169|176|189|191|197,0
indian_pines,24,zhang,0.0,0.817,0.811,0.792,3|4|6|8|10|16|18|19|29|30|46|63|72|116|122|134|153|157|167|169|176|189|191|197,0
indian_pines,23,zhang,0.0,0.815,0.827,0.79,3|4|6|8|10|16|18|19|29|30|46|63|72|116|134|153|157|167|169|176|189|191|197,0
indian_pines,22,zhang,0.0,0.822,0.811,0.797,3|4|6|8|10|16|18|19|29|30|46|63|72|116|134|153|167|169|176|189|191|197,0
indian_pines,21,zhang,0.0,0.806,0.778,0.778,3|4|6|8|10|16|18|19|29|30|46|63|72|116|134|153|167|169|189|191|197,0
indian_pines,20,zhang,0.0,0.786,0.765,0.756,3|4|6|8|10|16|18|19|29|30|46|63|116|134|153|167|169|189|191|197,0
indian_pines,19,zhang,0.0,0.793,0.786,0.764,3|4|6|8|10|16|18|19|29|30|46|63|134|153|167|169|189|191|197,0
indian_pines,18,zhang,0.0,0.78,0.761,0.75,3|4|6|8|10|16|18|19|29|30|46|63|134|153|169|189|191|197,0
indian_pines,17,zhang,0.0,0.759,0.752,0.725,3|4|6|8|10|16|18|19|29|30|46|134|153|169|189|191|197,0
indian_pines,16,zhang,0.0,0.763,0.733,0.729,3|4|6|8|10|16|18|19|29|30|46|134|153|169|189|191,0
indian_pines,15,zhang,0.0,0.731,0.707,0.693,3|4|6|8|10|16|18|19|29|30|46|153|169|189|191,0
indian_pines,14,zhang,0.0,0.735,0.742,0.696,3|4|6|8|10|16|18|19|29|30|46|153|169|189,0
indian_pines,13,zhang,0.0,0.746,0.722,0.709,3|4|6|8|16|18|19|29|30|46|153|169|189,0
indian_pines,12,zhang,0.0,0.738,0.716,0.7,3|4|6|8|16|19|29|30|46|153|169|189,0
indian_pines,11,zhang,0.0,0.735,0.727,0.696,3|4|6|8|16|29|30|46|153|169|189,0
indian_pines,10,zhang,0.0,0.679,0.596,0.632,3|4|6|8|16|29|30|153|169|189,0
indian_pines,9,zhang,0.0,0.657,0.586,0.608,3|4|6|8|16|29|30|169|189,0
indian_pines,8,zhang,0.0,0.645,0.567,0.591,3|4|6|8|16|29|169|189,0
indian_pines,7,zhang,0.0,0.589,0.474,0.523,3|4|6|8|16|169|189,0
