dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,30,ig_l2_d,189.07,0.845,0.829,0.823,9|17|33|34|36|40|41|59|77|78|79|80|97|110|113|114|126|131|134|138|139|147|148|149|160|161|176|178|179|182||7|9|33|34|36|38|39|40|41|53|73|74|77|78|79|80|96|97|110|113|123|126|140|147|148|149|161|176|178|180||9|28|33|34|36|38|40|41|73|74|77|78|79|80|97|110|113|126|131|138|139|140|147|148|149|160|161|178|179|180
indian_pines,29,ig_l2_d,188.44,0.83,0.795,0.806,9|33|34|36|40|41|59|69|74|77|78|79|80|96|97|110|113|114|126|131|138|139|140|147|148|149|161|178|182||7|9|19|28|29|33|34|36|38|39|40|41|74|77|78|79|80|93|96|97|110|113|126|147|148|149|158|161|178||9|33|34|36|38|40|41|73|74|77|78|79|80|88|93|97|110|126|131|139|140|147|148|149|158|160|161|178|180
indian_pines,28,ig_l2_d,191.03,0.84,0.827,0.818,9|33|34|36|40|41|59|74|77|78|79|80|97|110|113|114|126|131|134|139|140|147|148|149|158|161|178|182||7|9|33|34|36|38|40|41|74|77|78|79|80|96|97|110|123|126|129|131|139|147|148|149|158|160|161|178||9|33|34|36|38|40|41|59|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|158|160|161|178|180
indian_pines,27,ig_l2_d,191.39,0.837,0.815,0.814,9|19|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|147|148|149|160|161|178|182||7|9|28|29|33|34|36|38|40|41|73|77|78|79|80|93|97|110|113|126|129|139|147|148|149|161|178||9|33|34|36|38|40|41|73|77|78|79|80|97|110|126|131|134|138|139|140|147|148|149|158|160|161|178
indian_pines,26,ig_l2_d,194.0,0.831,0.831,0.807,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|140|147|148|149|178|182||7|9|28|33|34|36|38|41|77|78|80|97|110|123|126|129|131|138|139|147|148|149|158|161|178|180||9|33|34|36|38|40|41|74|77|78|79|80|97|110|126|131|139|147|148|149|158|160|161|178|180|182
indian_pines,25,ig_l2_d,193.95,0.825,0.82,0.8,9|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|138|139|140|147|148|149|161|178|182||7|9|28|33|34|36|38|40|41|73|74|77|78|79|80|97|110|113|126|129|147|148|149|161|178||9|33|34|36|38|40|41|73|74|77|78|79|80|97|110|113|126|131|139|147|148|149|160|161|178
indian_pines,24,ig_l2_d,199.39,0.826,0.816,0.801,9|33|34|36|40|41|59|74|77|78|79|80|96|97|110|126|131|138|139|147|148|149|161|182||7|9|33|34|36|38|40|41|59|77|78|79|80|97|110|126|129|131|138|147|148|149|161|178||9|28|33|34|36|38|40|77|78|80|97|110|126|131|139|147|148|149|158|160|161|178|180|196
indian_pines,23,ig_l2_d,201.27,0.831,0.83,0.807,9|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|140|147|148|149|161|182||7|9|33|34|36|38|41|77|78|79|80|97|110|123|126|129|147|148|149|158|160|161|178||9|33|34|36|38|40|59|74|77|78|79|80|97|110|126|131|139|140|147|148|149|160|161
indian_pines,22,ig_l2_d,206.66,0.819,0.83,0.794,9|17|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|147|148|149|182||7|9|28|33|34|36|38|40|41|77|78|79|80|97|110|126|129|147|148|149|161|178||9|33|34|36|38|40|77|78|79|80|93|97|110|113|126|131|139|147|148|149|161|178
indian_pines,21,ig_l2_d,211.98,0.82,0.815,0.795,9|17|33|34|36|40|41|59|78|80|97|110|113|114|126|131|139|147|148|149|182||7|9|33|34|36|38|40|41|77|78|79|80|97|110|123|126|129|147|148|149|161||9|33|34|36|38|40|73|74|77|78|79|80|97|110|113|126|139|140|147|148|149
indian_pines,20,ig_l2_d,216.86,0.824,0.82,0.799,9|17|33|34|36|40|41|59|78|79|80|97|110|126|131|139|147|148|149|182||7|9|33|34|36|38|40|41|77|78|79|80|97|110|126|147|148|149|161|178||9|33|34|36|74|77|78|79|80|97|110|126|131|139|147|148|149|160|161|178
indian_pines,19,ig_l2_d,226.22,0.809,0.805,0.782,9|33|34|36|59|77|78|79|80|97|110|114|126|131|139|147|148|149|161||7|9|33|34|36|38|77|78|79|80|97|110|126|129|147|148|149|161|178||9|33|34|36|38|40|73|74|77|78|79|80|97|110|126|140|147|148|149
indian_pines,18,ig_l2_d,246.51,0.806,0.815,0.778,9|33|34|36|40|41|59|77|78|79|80|97|126|131|139|147|148|149||7|9|33|34|36|38|77|78|79|80|97|110|126|129|147|148|149|161||9|33|34|36|38|40|77|78|79|80|97|110|126|131|139|147|148|149
indian_pines,17,ig_l2_d,264.07,0.804,0.815,0.776,9|33|34|36|59|77|78|79|80|97|110|113|114|126|147|148|149||7|9|33|34|36|38|77|78|80|97|110|126|147|148|149|161|178||9|33|34|36|38|40|74|77|78|80|97|110|126|131|147|148|149
indian_pines,16,ig_l2_d,281.02,0.806,0.805,0.779,9|33|34|36|40|41|59|77|78|79|80|97|126|148|149|161||7|9|33|34|36|38|77|78|80|97|110|126|147|148|149|161||9|33|34|36|38|40|77|78|79|80|97|110|126|147|148|149
indian_pines,15,ig_l2_d,325.1,0.775,0.776,0.743,9|33|34|36|59|78|80|97|110|126|131|139|147|148|149||7|9|33|34|36|38|77|78|79|80|97|110|147|148|149||9|33|34|36|77|78|79|80|97|110|126|139|147|148|149
indian_pines,14,ig_l2_d,374.55,0.791,0.788,0.761,9|33|34|36|59|78|80|97|126|131|139|147|148|149||7|9|33|34|36|78|80|97|110|126|147|148|149|161||9|33|34|36|77|78|79|80|97|110|126|147|148|149
indian_pines,13,ig_l2_d,428.92,0.773,0.771,0.74,9|33|34|36|59|78|79|80|97|126|147|148|149||7|9|33|34|36|38|77|78|80|97|147|148|149||9|33|34|36|38|40|78|80|97|126|147|148|149
indian_pines,12,ig_l2_d,476.73,0.774,0.754,0.742,9|33|34|36|59|78|80|97|126|147|148|149||7|9|33|34|36|38|78|80|97|147|148|149||9|33|34|36|77|78|80|97|126|147|148|149
indian_pines,11,ig_l2_d,517.04,0.792,0.777,0.763,9|33|34|36|41|78|80|97|126|148|149||7|33|34|36|78|80|97|147|148|149|161||9|33|34|36|78|80|97|126|147|148|149
indian_pines,10,ig_l2_d,558.81,0.773,0.758,0.741,9|33|34|36|78|80|97|126|148|149||7|33|34|36|78|80|97|126|148|149||9|33|34|36|78|80|97|147|148|149
indian_pines,9,ig_l2_d,646.06,0.772,0.742,0.738,9|33|34|36|78|80|97|126|148||7|33|34|36|78|80|126|148|149||9|33|34|36|80|97|147|148|149
