dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,30,ig_l2_d,189.117,0.86,0.849,0.84,9|17|33|34|36|40|41|59|77|78|79|80|97|110|113|114|126|131|134|138|139|147|148|149|160|161|176|178|179|182,0
indian_pines,29,ig_l2_d,190.513,0.83,0.8,0.806,9|33|34|36|40|41|59|69|74|77|78|79|80|96|97|110|113|114|126|131|138|139|140|147|148|149|161|178|182,0
indian_pines,28,ig_l2_d,195.063,0.838,0.81,0.815,9|33|34|36|40|41|59|74|77|78|79|80|97|110|113|114|126|131|134|139|140|147|148|149|158|161|178|182,0
indian_pines,27,ig_l2_d,195.892,0.845,0.831,0.824,9|19|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|147|148|149|160|161|178|182,0
indian_pines,26,ig_l2_d,195.958,0.839,0.826,0.816,9|17|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|134|138|139|140|147|148|149|178|182,0
indian_pines,25,ig_l2_d,196.013,0.815,0.812,0.789,9|33|34|36|40|41|59|77|78|79|80|96|97|110|126|131|138|139|140|147|148|149|161|178|182,0
indian_pines,24,ig_l2_d,206.921,0.824,0.793,0.799,9|33|34|36|40|41|59|74|77|78|79|80|96|97|110|126|131|138|139|147|148|149|161|182,0
indian_pines,23,ig_l2_d,208.292,0.832,0.804,0.808,9|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|140|147|148|149|161|182,0
indian_pines,22,ig_l2_d,208.362,0.822,0.821,0.798,9|17|33|34|36|40|41|59|74|77|78|79|80|97|110|126|131|139|147|148|149|182,0
indian_pines,21,ig_l2_d,214.91,0.839,0.835,0.817,9|17|33|34|36|40|41|59|78|80|97|110|113|114|126|131|139|147|148|149|182,0
indian_pines,20,ig_l2_d,225.317,0.84,0.812,0.817,9|17|33|34|36|40|41|59|78|79|80|97|110|126|131|139|147|148|149|182,0
indian_pines,19,ig_l2_d,226.823,0.808,0.786,0.781,9|33|34|36|59|77|78|79|80|97|110|114|126|131|139|147|148|149|161,0
indian_pines,18,ig_l2_d,247.379,0.807,0.799,0.78,9|33|34|36|40|41|59|77|78|79|80|97|126|131|139|147|148|149,0
indian_pines,17,ig_l2_d,257.77,0.804,0.787,0.776,9|33|34|36|59|77|78|79|80|97|110|113|114|126|147|148|149,0
indian_pines,16,ig_l2_d,292.998,0.83,0.804,0.806,9|33|34|36|40|41|59|77|78|79|80|97|126|148|149|161,0
